,Name,Age,Height,Weight,Fuente,Nombres,Telefonos,Salario,Pesos,Alturas,Nacionalidades,Grupo Sanguineos,Fechas de Nacimiento
53,,,,,dataset.csv,Angel Miles,917-280-0543x86,"872,517",58.28 kg,165.16 cm,Thailand,O+,14/09/2002 02:51:31
54,,,,,dataset.csv,Scott Franklin,573-378-0305x34,"439,921",94.84 kg,178.52 cm,Vanuatu,O+,01/12/2002 22:00:05
55,,,,,dataset.csv,John Jacobs,317-699-3717x18,"253,926",87.17 kg,152.34 cm,Niue,B+,09/06/1974 11:06:37
56,,,,,dataset.csv,Diane Clark,+1-515-558-4224,"416,197",,152.54 cm,Czech Republic,AB+,15/06/1987 06:07:37
57,,,,,dataset.csv,Christina Baker,(797)292-9483,"201,080",60.10 kg,194.02 cm,Morocco,AB+,27/09/1971 00:08:14
58,,,,,dataset.csv,Holly Alexander,001-471-346-830,"967,674",68.24 kg,194.20 cm,Bahrain,B+,28/05/2005 08:21:43
59,,,,,dataset.csv,Julie Conner,,"377,490",88.66 kg,183.40 cm,Spain,AB+,19/10/1978 23:45:45
60,,,,,dataset.csv,,688-420-6273x70,"344,648",92.90 kg,184.40 cm,Malaysia,A-,03/09/2006 10:24:43
61,,,,,dataset.csv,Michael Williams,8236011348,"529,645",65.29 kg,191.43 cm,Hong Kong,B+,04/01/2006 13:09:44
62,,,,,dataset.csv,Melissa Dudley,936-440-0446x27,"998,975",75.18 kg,192.61 cm,Syrian Arab Republic,O+,13/12/1961 14:45:31
63,,,,,dataset.csv,Juan Mejia,001-211-757-130,"105,401",89.63 kg,170.63 cm,Bolivia,B-,15/01/1962 08:56:58
64,,,,,dataset.csv,Lori Sanchez,958.929.0103,"896,122",63.48 kg,161.87 cm,Holy See (Vatican City State),B-,16/04/1984 20:20:31
65,,,,,dataset.csv,Willie Sullivan,(643)687-6091x2,"804,435",69.68 kg,163.28 cm,Portugal,AB+,13/12/2004 08:44:39
66,,,,,dataset.csv,Evan Mckinney,777-433-3705,"424,708",94.54 kg,153.83 cm,Grenada,AB-,07/10/1956 15:51:36
67,,,,,dataset.csv,Desiree Hernandez,4224307297,"695,825",58.09 kg,154.82 cm,Bhutan,O-,27/06/1988 18:11:20
68,,,,,dataset.csv,Ashley Bartlett,001-441-524-045,"716,245",74.54 kg,180.17 cm,Myanmar,AB+,03/06/1979 16:47:57
69,,,,,dataset.csv,Jessica Davis,001-982-807-379,"332,209",78.69 kg,164.35 cm,Cote d'Ivoire,A-,05/05/1989 22:56:02
70,,,,,dataset.csv,Eric Lawrence,714.752.2244x33,"626,901",80.99 kg,186.91 cm,Latvia,A+,21/06/1975 16:10:52
71,,,,,dataset.csv,David Rose,001-662-811-517,"506,418",93.35 kg,165.23 cm,Burkina Faso,O+,07/05/1991 17:32:05
72,,,,,dataset.csv,Jared Johnson,(661)858-1960x5,"222,615",82.34 kg,191.65 cm,Liberia,B+,13/04/2005 21:37:15
73,,,,,dataset.csv,Kathryn Richardson,+1-660-937-8802,"169,282",69.14 kg,,,B-,04/05/1955 09:43:08
74,,,,,dataset.csv,Jonathan Moore,325.858.6988x72,"536,773",50.31 kg,196.24 cm,Papua New Guinea,B-,16/05/1980 09:13:37
75,,,,,dataset.csv,Madison Williams,+1-659-722-9314,"400,903",75.53 kg,173.72 cm,Portugal,A-,26/01/1960 20:00:42
76,,,,,dataset.csv,Aaron Mccoy,547-819-5834x18,"510,589",81.26 kg,197.16 cm,Gibraltar,O+,16/03/1965 07:36:32
77,,,,,dataset.csv,Nicholas Blair,(531)827-9750x4,"861,965",54.48 kg,171.80 cm,Niger,,05/08/2000 00:19:03
78,,,,,dataset.csv,Brandon Rodriguez,284.334.9492,"248,499",98.05 kg,195.26 cm,Tonga,A-,02/05/1989 07:46:35
79,,,,,dataset.csv,Lauren Gonzalez,(753)802-9323x1,"169,534",99.16 kg,151.02 cm,Ethiopia,B-,08/04/1978 14:17:16
80,,,,,dataset.csv,Garrett Sims,408-630-2574,"438,680",92.74 kg,154.95 cm,Holy See (Vatican City State),O+,26/05/1987 09:48:30
81,,,,,dataset.csv,Michelle Jones,4049364852,"469,135",62.89 kg,159.78 cm,United States Minor Outlying Islands,O+,17/07/1985 15:16:47
82,,,,,dataset.csv,Hannah Rodriguez,001-480-768-845,"403,175",85.49 kg,155.44 cm,Holy See (Vatican City State),AB+,29/01/1990 03:21:52
83,,,,,dataset.csv,Larry King,6725851794,"123,473",96.50 kg,173.96 cm,Bosnia and Herzegovina,AB-,23/08/1981 11:33:52
84,,,,,dataset.csv,Patrick Davidson,743.551.7896x30,"310,497",88.96 kg,184.85 cm,New Zealand,B+,28/09/1982 13:05:21
85,,,,,dataset.csv,Dean Burns,305.306.1938x13,"821,255",90.72 kg,156.12 cm,South Africa,B-,03/07/1990 03:16:53
86,,,,,dataset.csv,Keith Stone,+1-738-929-7387,"131,120",90.51 kg,192.51 cm,Palestinian Territory,O+,30/03/1974 11:47:02
87,,,,,dataset.csv,Nancy Lucas,302-783-5778,"605,838",76.52 kg,188.27 cm,Samoa,AB+,
88,,,,,dataset.csv,Natalie Rodriguez,+1-968-661-7269,"265,241",63.29 kg,156.51 cm,Faroe Islands,AB+,
89,,,,,dataset.csv,Justin Walter,+1-239-675-6415,,91.66 kg,162.30 cm,Cape Verde,AB-,
90,,,,,dataset.csv,Pamela Foster,,"487,697",51.25 kg,162.31 cm,South Africa,O+,05/05/1989 02:40:48
91,,,,,dataset.csv,Chad Johnson,001-300-645-285,"166,311",96.57 kg,160.54 cm,Nicaragua,A+,24/06/1986 23:40:36
92,,,,,dataset.csv,Aaron Fischer,(926)854-0912x2,"215,538",74.95 kg,189.21 cm,,,02/01/1998 05:32:51
93,,,,,dataset.csv,Ashley Bridges,(475)785-7217x5,"99,663",80.64 kg,153.85 cm,San Marino,O+,27/10/1963 12:22:28
94,,,,,dataset.csv,Dr. Jose Freeman,(265)552-0774x6,"917,913",59.83 kg,186.77 cm,Mexico,B-,20/12/2000 11:16:10
95,,,,,dataset.csv,Ebony Rodriguez,751-513-6761,"54,901",,177.90 cm,Aruba,A-,04/09/1965 05:59:57
96,,,,,dataset.csv,Mary Green,545-689-0410x60,"953,625",87.29 kg,155.48 cm,Norway,O-,30/06/2001 19:42:46
97,,,,,dataset.csv,Natasha Adams,7178876229,"550,120",78.48 kg,185.12 cm,Central African Republic,A+,19/12/1993 17:01:51
98,,,,,dataset.csv,Christopher Leach,244.235.7446x43,"291,099",88.23 kg,,Czech Republic,A-,13/04/1961 00:06:35
99,,,,,dataset.csv,Tamara Hess,759-764-9532x28,"827,952",96.39 kg,177.46 cm,Bahrain,B+,25/12/2002 05:47:06
100,,,,,dataset.csv,Jamie Davis,(358)469-7026x3,"795,748",65.71 kg,184.91 cm,Saint Lucia,A-,22/11/2001 15:49:54
101,,,,,dataset.csv,John Miller,555.964.6412x09,"985,474",92.47 kg,169.86 cm,Palestinian Territory,AB-,03/07/1977 12:26:08
102,,,,,dataset.csv,Alexander Hunter,+1-818-891-2122,"799,224",66.96 kg,199.17 cm,Jamaica,AB+,19/09/1994 05:14:06
103,,,,,dataset.csv,Michael Clark,434.435.1574x99,"27,078",89.11 kg,173.75 cm,Sierra Leone,,09/01/1970 06:35:02
104,,,,,dataset.csv,Tracy Moran,947-484-2941x45,"282,505",63.58 kg,151.57 cm,Egypt,A+,15/04/2003 11:08:51
105,,,,,dataset.csv,Christina Torres,+1-374-463-7921,"444,589",91.66 kg,158.19 cm,Seychelles,,20/09/1958 12:30:57
106,,,,,dataset.csv,Amber Hubbard,692.342.9406,"492,440",86.62 kg,189.64 cm,Guadeloupe,AB-,13/11/1974 11:57:11
107,,,,,dataset.csv,Benjamin Freeman,+1-713-796-3477,"507,798",85.42 kg,182.84 cm,French Guiana,B+,11/10/1979 04:32:42
108,,,,,dataset.csv,Edward Oliver,+1-604-791-5706,"959,379",56.71 kg,189.37 cm,Congo,A+,05/09/2004 07:49:58
109,,,,,dataset.csv,Diana Young,911-411-5470,"354,038",60.10 kg,154.84 cm,Nauru,A-,24/07/1971 22:08:47
110,,,,,dataset.csv,Christine Smith,001-676-691-176,"842,373",,158.45 cm,Comoros,AB+,24/08/1982 17:21:24
111,,,,,dataset.csv,Sophia Johnson,(849)215-7511x8,"268,760",55.91 kg,155.27 cm,Montserrat,AB+,30/07/1966 09:53:00
112,,,,,dataset.csv,Karen Henderson,9426553947,"450,489",77.04 kg,161.58 cm,Wallis and Futuna,A-,28/02/1964 06:01:58
113,,,,,dataset.csv,,001-369-376-743,"516,695",77.48 kg,164.02 cm,Saint Kitts and Nevis,B-,14/01/1980 14:14:04
114,,,,,dataset.csv,Wesley Martin,+1-320-446-1263,"871,680",53.45 kg,160.36 cm,Estonia,B-,
115,,,,,dataset.csv,Michael Kemp,864.432.7231x35,"306,396",54.30 kg,178.17 cm,French Polynesia,AB-,08/11/1965 20:28:00
116,,,,,dataset.csv,Leonard Mendoza,001-638-879-084,,78.27 kg,195.22 cm,Turkmenistan,AB-,25/07/1991 13:09:31
117,,,,,dataset.csv,Matthew Jimenez,(646)202-5278,"369,524",92.43 kg,195.68 cm,Argentina,,28/10/1998 09:33:30
118,,,,,dataset.csv,,339-728-2627,"640,439",60.32 kg,189.51 cm,Vietnam,AB-,11/10/1986 21:24:32
119,,,,,dataset.csv,Cindy Walker,+1-553-378-4090,"485,995",55.99 kg,186.11 cm,Ethiopia,B-,20/07/1972 00:44:42
120,,,,,dataset.csv,Brenda Jensen,+1-896-583-4922,"345,267",74.96 kg,197.42 cm,Guam,,14/12/1998 23:35:15
121,,,,,dataset.csv,Megan Christensen,936-550-9280x60,"939,306",84.19 kg,154.78 cm,Latvia,B+,
122,,,,,dataset.csv,Kristopher Fisher,+1-255-451-6974,"934,400",53.08 kg,196.91 cm,Guadeloupe,B-,01/02/1961 05:23:14
123,,,,,dataset.csv,Andrea Foster,(434)224-2138,"490,172",94.50 kg,170.16 cm,Malawi,O-,08/03/2004 06:04:55
124,,,,,dataset.csv,Jennifer Foster,(677)559-2913,"795,993",73.80 kg,197.32 cm,Singapore,B+,19/01/1975 20:49:21
125,,,,,dataset.csv,Amanda Taylor,565.372.0040,"18,930",75.17 kg,181.40 cm,Bahrain,AB-,08/12/2001 00:13:21
126,,,,,dataset.csv,Jessica Salas,304.715.1424x77,"902,385",99.32 kg,158.64 cm,Palau,AB-,17/05/1973 05:45:57
127,,,,,dataset.csv,Kevin Lucas,312.947.2243,"565,998",73.70 kg,,Lebanon,A-,30/10/1984 14:14:06
128,,,,,dataset.csv,Mary Bennett,870.954.9844x43,"249,537",77.59 kg,197.18 cm,,O-,22/04/1996 02:29:16
129,,,,,dataset.csv,John Jones,+1-515-288-4474,"505,380",81.73 kg,153.68 cm,Chile,AB-,30/06/1955 13:28:38
130,,,,,dataset.csv,Mary Wheeler,001-328-904-661,,81.66 kg,156.72 cm,Namibia,B-,12/10/1971 04:10:24
131,,,,,dataset.csv,Daniel Benton,+1-634-431-9709,"627,044",83.06 kg,170.89 cm,Brunei Darussalam,O-,21/08/1959 04:46:04
132,,,,,dataset.csv,Amy Allen,927.529.3064,"37,276",60.20 kg,169.09 cm,Israel,A+,09/06/1970 06:08:20
133,,,,,dataset.csv,Harry Miller,4296657109,,,154.69 cm,United Arab Emirates,AB-,25/02/1980 09:21:19
134,,,,,dataset.csv,Brian Carlson,578-469-0859,"324,956",90.05 kg,167.08 cm,India,AB+,25/10/1992 17:14:39
135,,,,,dataset.csv,Michael Escobar,001-841-488-779,"819,698",88.83 kg,168.52 cm,Dominica,A-,18/03/1985 14:57:30
136,,,,,dataset.csv,Mrs. Brandi Jones,(532)310-3349,"546,596",84.59 kg,192.55 cm,Grenada,O-,22/10/1991 15:06:19
137,,,,,dataset.csv,Cory May,+1-999-567-8440,"770,595",97.63 kg,180.72 cm,Gibraltar,B+,28/03/1972 07:13:25
138,,,,,dataset.csv,Micheal Roman,+1-473-323-6676,"605,991",55.79 kg,,Kenya,AB+,29/07/1955 16:56:39
139,,,,,dataset.csv,Eileen Medina,308-967-7846,"309,613",98.95 kg,198.84 cm,Lesotho,B-,25/06/1960 20:38:19
140,,,,,dataset.csv,Micheal Foster,(419)566-8360x9,"544,664",99.43 kg,193.13 cm,Indonesia,,10/07/1994 19:33:46
141,,,,,dataset.csv,,(889)914-2384x5,"493,312",89.74 kg,192.79 cm,Trinidad and Tobago,AB-,18/03/1994 01:11:50
142,,,,,dataset.csv,David Ochoa,744-489-0020x59,"651,185",79.05 kg,197.19 cm,Saint Helena,,02/08/1972 16:28:53
143,,,,,dataset.csv,Edgar Stephens,4608844073,"430,309",87.25 kg,162.80 cm,Bermuda,B+,30/06/1956 15:13:35
144,,,,,dataset.csv,Lauren Murray,001-416-939-175,"290,011",97.83 kg,169.31 cm,Yemen,B+,24/04/2005 05:42:37
145,,,,,dataset.csv,Tracy Campbell,001-596-628-767,"819,590",54.74 kg,179.22 cm,Peru,AB+,23/07/1979 18:21:53
146,,,,,dataset.csv,Mrs. Tina Lawrence,001-225-346-924,"231,809",62.75 kg,163.81 cm,Greenland,A+,10/01/1979 01:31:44
147,,,,,dataset.csv,Philip Hernandez,7474777381,"380,116",63.76 kg,160.97 cm,Guernsey,AB+,13/07/1970 14:17:02
148,,,,,dataset.csv,Victoria Stevens,(404)201-6222x7,"69,269",54.60 kg,187.91 cm,Cape Verde,AB+,14/04/1956 16:43:28
149,,,,,dataset.csv,Dawn Thomas,001-847-237-767,"628,254",93.42 kg,161.64 cm,Eritrea,B-,13/04/1956 04:04:55
150,,,,,dataset.csv,Anthony Watson,,"862,649",99.48 kg,184.35 cm,Tanzania,AB+,30/07/1975 22:24:33
151,,,,,dataset.csv,Andrew Pitts,001-264-329-754,"429,983",,160.53 cm,Uganda,A-,18/06/2000 20:27:49
152,,,,,dataset.csv,Matthew Rodriguez,850-808-2511,,62.47 kg,164.84 cm,El Salvador,B+,26/09/1991 20:12:49
153,,,,,dataset.csv,Derek Bradshaw,303.850.3047x86,"694,538",69.38 kg,176.79 cm,Azerbaijan,AB-,14/09/1992 13:17:57
154,,,,,dataset.csv,Brian Soto,001-843-349-325,"486,767",94.33 kg,154.11 cm,Madagascar,O-,12/02/1965 10:55:22
155,,,,,dataset.csv,,,"467,411",55.82 kg,188.84 cm,Jordan,AB-,29/03/1988 11:34:10
156,,,,,dataset.csv,Mr. Rodney Ferguson,646.246.6471x26,"317,849",73.64 kg,153.67 cm,Micronesia,A-,13/11/1990 18:58:23
157,,,,,dataset.csv,Julie Paul,6982778615,"118,129",96.91 kg,166.68 cm,Chile,A-,17/09/1956 08:20:32
158,,,,,dataset.csv,Melissa Walter,(583)569-4956x5,,58.87 kg,182.50 cm,Hungary,O-,15/02/1984 01:18:32
159,,,,,dataset.csv,Norma Fuentes,(217)749-1827x2,"759,796",86.70 kg,161.34 cm,Burundi,O+,14/02/1995 19:07:12
160,,,,,dataset.csv,James Gray,+1-817-441-0997,"554,592",52.68 kg,186.47 cm,France,A+,22/02/2001 16:04:26
161,,,,,dataset.csv,Sara Woods,,"278,536",88.57 kg,196.84 cm,Greenland,AB+,
162,,,,,dataset.csv,Renee Thompson,471-866-0848x09,"590,547",97.27 kg,177.10 cm,,B-,08/09/1978 21:07:54
163,,,,,dataset.csv,Gregory Mcknight,,"897,029",56.66 kg,179.20 cm,Tokelau,O+,09/03/1975 10:53:46
164,,,,,dataset.csv,Eric Alexander,2025915830,"350,499",79.27 kg,177.41 cm,Tonga,AB+,06/10/1986 03:03:23
165,,,,,dataset.csv,Alexandra Calhoun,728.547.0245x46,"874,340",95.58 kg,169.39 cm,Marshall Islands,A-,28/12/1961 04:51:21
166,,,,,dataset.csv,Carrie Rose,001-338-662-301,,77.80 kg,187.82 cm,France,B-,06/02/1993 21:53:04
167,,,,,dataset.csv,Jeffrey Warren,(911)371-4232,"370,659",78.33 kg,156.17 cm,Taiwan,B-,24/04/2000 21:03:45
168,,,,,dataset.csv,Trevor Bridges,001-403-533-392,"934,265",71.77 kg,178.06 cm,Poland,O-,15/12/1976 07:37:55
169,,,,,dataset.csv,Thomas Allen,728-610-5152x62,"911,452",60.79 kg,178.49 cm,Antarctica (the territory South of 60 deg S),O+,21/11/1990 11:37:45
170,,,,,dataset.csv,Michael Gregory,(528)773-1844x7,"232,368",,198.12 cm,Serbia,AB+,03/09/1999 10:36:26
171,,,,,dataset.csv,Eddie Stevens,282.785.5920x13,"878,433",82.46 kg,195.42 cm,Estonia,AB-,05/09/1997 18:53:06
172,,,,,dataset.csv,Kathryn Daniels,+1-866-855-6253,"601,824",71.50 kg,192.45 cm,Cote d'Ivoire,AB+,27/01/1980 14:05:54
173,,,,,dataset.csv,David Kirk,(225)270-8047,"711,093",62.20 kg,157.63 cm,United Arab Emirates,AB-,29/04/1969 19:06:13
174,,,,,dataset.csv,James Bates,(866)658-2029x5,"82,117",91.84 kg,191.26 cm,Australia,O+,02/07/1997 17:32:17
175,,,,,dataset.csv,Randy Long,7855900390,"47,149",,188.45 cm,Kiribati,O-,
176,,,,,dataset.csv,Joanna Chapman,+1-466-985-2050,"800,880",92.00 kg,172.40 cm,Kiribati,AB-,24/10/2003 12:29:38
177,,,,,dataset.csv,Jennifer Key,,,94.26 kg,,British Indian Ocean Territory (Chagos Archipelago),A-,26/03/1964 13:36:40
178,,,,,dataset.csv,Michael Torres,+1-238-844-4018,"332,532",56.97 kg,163.45 cm,,A-,20/11/1996 09:13:12
179,,,,,dataset.csv,Richard Taylor,(247)493-3445,"15,179",87.46 kg,193.55 cm,Lithuania,O+,28/04/1993 08:42:00
180,,,,,dataset.csv,Michael Payne,885-922-0337,"296,394",79.58 kg,185.54 cm,Saint Helena,O-,05/10/1986 21:19:37
181,,,,,dataset.csv,Jennifer Pineda,(600)250-5522x7,"476,547",94.53 kg,159.58 cm,,B-,13/06/1957 03:51:07
182,,,,,dataset.csv,Ms. Laura Martin,336-435-6949x94,"160,956",94.06 kg,167.07 cm,Suriname,O+,03/11/2005 03:04:04
183,,,,,dataset.csv,Anthony Chavez,704.214.9664,,53.81 kg,171.38 cm,Spain,B-,27/05/1956 08:50:38
184,,,,,dataset.csv,Johnny Ballard,246.837.6040x39,"620,592",59.31 kg,173.50 cm,Tunisia,B+,27/11/1955 19:51:00
185,,,,,dataset.csv,Mr. Robert Fisher,+1-882-510-8575,"585,727",67.04 kg,166.43 cm,North Macedonia,B+,01/10/1959 22:02:25
186,,,,,dataset.csv,Sherry Smith,(325)991-5215x2,"900,183",,153.36 cm,Svalbard & Jan Mayen Islands,AB+,07/12/1997 05:29:48
187,,,,,dataset.csv,,494-595-0667x85,"148,476",96.19 kg,154.11 cm,French Guiana,B-,08/01/1998 05:03:47
188,,,,,dataset.csv,,(963)737-1525x1,"637,538",,165.88 cm,Bosnia and Herzegovina,B+,
189,,,,,dataset.csv,Jennifer Torres,(460)692-6061,"339,344",87.62 kg,185.32 cm,Thailand,AB+,10/02/1993 14:32:21
190,,,,,dataset.csv,Gerald Bradshaw,+1-857-405-5183,"269,388",57.49 kg,,Gambia,AB+,28/09/1979 15:20:40
191,,,,,dataset.csv,Stephanie Gentry,314-596-0025x91,"290,714",56.15 kg,161.34 cm,French Guiana,AB-,28/03/1965 07:58:25
192,,,,,dataset.csv,Matthew Stewart,874-208-0590x88,"324,742",,167.52 cm,Gambia,B+,02/03/1985 02:39:08
193,,,,,dataset.csv,Luis Hayes,+1-949-986-8819,"289,132",81.84 kg,195.66 cm,Fiji,A+,23/01/1955 00:43:08
194,,,,,dataset.csv,Billy Powell,865.941.4824,"755,144",67.87 kg,161.50 cm,Puerto Rico,AB+,10/02/1991 04:29:06
195,,,,,dataset.csv,Hannah Mason,001-953-945-221,"17,969",87.00 kg,178.65 cm,Thailand,B+,24/08/1956 18:16:47
196,,,,,dataset.csv,Tyler Becker,677-357-2453,"226,900",88.28 kg,194.42 cm,Sudan,B-,07/09/1975 10:16:16
197,,,,,dataset.csv,Austin Fowler,221-273-2701x30,"98,502",64.11 kg,183.20 cm,Palestinian Territory,AB+,27/07/1978 09:16:05
198,,,,,dataset.csv,Diane Rhodes,608.684.5661,"80,991",80.88 kg,158.40 cm,Saint Kitts and Nevis,B+,12/04/2001 16:31:34
199,,,,,dataset.csv,Amy Gonzalez,(905)707-9058x7,"667,232",,153.43 cm,Cocos (Keeling) Islands,B+,
200,,,,,dataset.csv,Kristina Hill,001-984-256-856,,67.18 kg,165.30 cm,Eritrea,A-,24/05/1992 15:44:01
201,,,,,dataset.csv,Kimberly Taylor,475.700.7195x20,"811,700",82.68 kg,187.45 cm,,O+,11/09/1958 01:32:34
202,,,,,dataset.csv,David Bowers,(295)879-1872x4,"669,830",57.71 kg,195.62 cm,Jamaica,O+,03/09/1990 02:40:10
203,,,,,dataset.csv,Dr. Doris Jordan,001-900-982-510,"579,136",84.11 kg,192.56 cm,Togo,B-,26/08/1960 21:18:27
204,,,,,dataset.csv,Paul Schmidt,892.819.2132,"754,062",64.05 kg,168.30 cm,Finland,,24/11/1984 12:38:33
205,,,,,dataset.csv,David Jones,+1-213-709-3281,"80,112",,179.96 cm,Serbia,O-,17/07/1994 21:39:25
206,,,,,dataset.csv,Allison Salas,+1-326-938-8360,"130,171",60.71 kg,186.74 cm,Saint Barthelemy,O+,01/11/1978 21:55:20
207,,,,,dataset.csv,Timothy Taylor,9537934948,"882,950",86.05 kg,164.06 cm,Heard Island and McDonald Islands,O+,06/10/1974 14:50:58
208,,,,,dataset.csv,Carolyn Stewart,(690)222-1188x4,"43,869",76.08 kg,186.23 cm,Luxembourg,O+,25/12/1995 08:37:37
209,,,,,dataset.csv,Steven Bernard,,"856,242",74.86 kg,179.10 cm,Saint Helena,O+,28/11/1954 05:47:34
210,,,,,dataset.csv,Mr. Richard Johnson,599.600.8020,"573,856",60.70 kg,173.62 cm,Ghana,B-,17/07/1958 02:41:15
211,,,,,dataset.csv,Marcus Butler,001-224-617-851,"801,671",91.56 kg,196.00 cm,Ukraine,,30/11/2001 19:17:52
212,,,,,dataset.csv,Mr. Chad Martin,,"423,751",98.28 kg,189.90 cm,New Zealand,A-,24/11/1975 01:34:31
213,,,,,dataset.csv,Natasha Allen,(489)388-1008x0,"117,910",89.77 kg,158.46 cm,Turks and Caicos Islands,B-,15/10/1980 04:03:26
214,,,,,dataset.csv,,,"235,160",82.26 kg,180.24 cm,,O-,14/05/1955 13:31:29
215,,,,,dataset.csv,Katrina Gonzalez,949.210.8902x53,"37,133",58.14 kg,174.01 cm,,B-,02/01/1999 12:49:11
216,,,,,dataset.csv,Tracy Holland,898-469-1347x07,"381,832",50.03 kg,155.07 cm,South Africa,O-,15/09/1977 22:19:00
217,,,,,dataset.csv,Kyle Pugh PhD,(282)861-7892x0,"744,462",65.52 kg,178.11 cm,British Indian Ocean Territory (Chagos Archipelago),A+,18/01/1964 22:21:17
218,,,,,dataset.csv,Monica Mcguire,649.271.5393x35,"608,490",85.88 kg,180.58 cm,Panama,O-,15/09/1975 23:18:42
219,,,,,dataset.csv,Jason Davis,(486)411-2818x4,"857,527",91.68 kg,160.03 cm,Puerto Rico,AB+,31/08/1987 17:55:07
220,,,,,dataset.csv,Michelle Jarvis,(863)529-5415x9,"914,084",77.32 kg,162.19 cm,Lebanon,O+,
221,,,,,dataset.csv,James White,290.335.1806,"311,409",91.96 kg,150.69 cm,New Zealand,B-,01/11/1958 12:33:35
222,,,,,dataset.csv,Jonathan Pena,+1-695-970-1693,"739,777",85.60 kg,174.47 cm,Netherlands Antilles,A-,11/03/1982 03:20:25
223,,,,,dataset.csv,Joseph Davis,,,69.83 kg,153.27 cm,Bahrain,AB-,18/04/1988 20:25:14
224,,,,,dataset.csv,Erica Craig,603-893-4695,"787,115",,187.77 cm,,B+,24/05/1969 23:24:49
225,,,,,dataset.csv,Sierra Klein,+1-380-784-2327,"649,077",73.56 kg,,Vietnam,O-,12/04/1971 15:03:21
226,,,,,dataset.csv,Melanie Frank,001-346-339-091,"740,443",96.58 kg,179.95 cm,Netherlands Antilles,AB-,
227,,,,,dataset.csv,John Ryan,001-794-322-608,"883,922",55.22 kg,183.33 cm,Djibouti,B-,11/09/1994 18:19:53
228,,,,,dataset.csv,Emily Gonzalez,655-681-2241x67,"897,194",90.42 kg,154.00 cm,Lesotho,B+,05/04/1963 17:11:45
229,,,,,dataset.csv,Phillip Perez,654-210-3999,"709,455",52.77 kg,192.76 cm,Guatemala,B-,21/04/1960 20:27:30
230,,,,,dataset.csv,Cynthia Goodman,(668)220-4757x7,"100,647",55.31 kg,176.73 cm,Tunisia,A-,23/05/1964 12:18:47
231,,,,,dataset.csv,Richard Morgan,+1-972-573-1796,"943,866",58.96 kg,190.75 cm,Gabon,B-,22/06/1960 15:12:45
232,,,,,dataset.csv,Steve Smith,903.216.7925x50,"448,666",51.02 kg,153.67 cm,Nigeria,O+,04/05/1988 18:08:10
233,,,,,dataset.csv,Colin Lewis,676.259.1718,"828,060",73.92 kg,174.58 cm,Grenada,B+,25/01/1969 11:31:37
234,,,,,dataset.csv,Robert Vasquez,870-499-0615x28,,78.91 kg,,Mali,AB+,01/01/1975 15:00:51
235,,,,,dataset.csv,Nicole Hayes,+1-235-284-5822,"391,451",51.20 kg,170.77 cm,Syrian Arab Republic,O+,25/03/1958 10:22:33
236,,,,,dataset.csv,Samantha Long,(393)819-5385,"210,021",83.89 kg,199.86 cm,Saint Lucia,AB+,25/01/1977 06:12:09
237,,,,,dataset.csv,,001-836-775-165,"33,586",52.14 kg,194.00 cm,Italy,O-,06/02/1986 16:12:28
238,,,,,dataset.csv,Bobby Schroeder,(784)758-0166,"610,337",96.19 kg,159.12 cm,Samoa,A+,12/08/1973 00:29:01
239,,,,,dataset.csv,Matthew Harris,+1-381-253-5334,"415,756",64.02 kg,166.99 cm,Guyana,AB-,18/11/1961 13:57:26
240,,,,,dataset.csv,Lisa May,(297)658-2426,"332,528",71.36 kg,199.36 cm,United Arab Emirates,O-,29/04/1997 08:51:36
241,,,,,dataset.csv,Dennis Gordon,001-562-675-442,"654,170",84.43 kg,,Pitcairn Islands,B-,26/11/1979 03:56:46
242,,,,,dataset.csv,,(670)602-3653,"425,862",98.01 kg,162.74 cm,Spain,AB-,04/02/1955 08:48:33
243,,,,,dataset.csv,Antonio Blanchard,959.729.7911x07,"471,909",90.98 kg,157.43 cm,Romania,B+,13/10/1983 07:54:21
244,,,,,dataset.csv,Shawn Medina,869.364.8813x00,"759,668",87.05 kg,162.15 cm,Morocco,AB-,18/11/1962 20:20:36
245,,,,,dataset.csv,Casey Hernandez,944-587-2340x32,"977,914",65.26 kg,,Cape Verde,B+,09/04/1957 06:35:38
246,,,,,dataset.csv,Nicholas Walker,637.821.3478,"219,625",70.45 kg,154.77 cm,Senegal,,16/11/1965 18:21:59
247,,,,,dataset.csv,Maria Villanueva,+1-329-723-3212,"99,759",63.39 kg,182.24 cm,Sierra Leone,A+,18/11/1963 08:09:16
248,,,,,dataset.csv,John Bryan MD,860.340.0131x90,"388,586",65.51 kg,197.79 cm,Taiwan,AB+,05/08/2004 07:07:02
249,,,,,dataset.csv,Dennis Jenkins,+1-956-243-1584,"604,082",60.73 kg,180.86 cm,Indonesia,B+,23/06/2002 11:52:08
250,,,,,dataset.csv,,001-215-246-388,"487,413",75.11 kg,172.06 cm,Myanmar,O+,05/11/1970 16:19:01
251,,,,,dataset.csv,David Francis,(607)345-8580,"982,875",86.99 kg,176.04 cm,Faroe Islands,,09/11/1968 06:46:20
252,,,,,dataset.csv,Alexandra Santiago,001-478-790-562,"154,563",78.28 kg,182.34 cm,Spain,A-,27/09/1991 15:23:45
253,,,,,dataset.csv,Rhonda Allen,(695)639-8477x9,"685,211",99.28 kg,168.84 cm,Timor-Leste,A+,27/08/2001 11:47:13
